active,h_noise,n_noise_cols,seed,rho_A0,rho_A,rho_H1,rho_HN,rho_IV,rho_FA,rho_EBT
5,0.6,4,4,0.27950489432628006,0.12493606987959467,0.4754409613163778,0.6768218037588503,0.4381064933739019,0.8031734863610929,0.6768218037588503
5,0.6,4,5,0.1758998134348125,0.039177967007723635,0.39912573453420824,0.5143699500020709,0.3059510153210761,0.79647804030463,0.5143699500020709
5,0.6,12,0,0.20176827582752785,0.12513785308448985,0.4070639050780983,0.5276457438191252,0.30781738957064964,0.762120958195721,0.5276457438191252
5,0.6,12,1,0.311346187742176,0.14426271113795133,0.5068962660957022,0.6452138372230779,0.4588800502387207,0.8040326301260879,0.6452138372230779
5,0.6,12,2,0.2928890442796147,0.13227442901132008,0.47424446878043003,0.602013208853804,0.4262836349486585,0.8021958732204311,0.602013208853804
5,0.6,12,3,0.22807907204768055,0.059417930099215706,0.5547961796997428,0.5385535948713356,0.3623484579236268,0.803830606129779,0.5385535948713356
5,0.6,12,4,0.27950489432628006,0.12493606987959467,0.4754409613163778,0.6303430410799785,0.42737947667357257,0.8005199649792967,0.6303430410799785
5,0.6,12,5,0.1758998134348125,0.039177967007723635,0.39912573453420824,0.5107749341917066,0.30347519800277967,0.7971171007172695,0.5107749341917066
5,1.2,0,0,0.20176827582752785,0.17291207357044547,0.2854025984283063,0.5656891016842879,0.3047583754477517,0.770179765238003,0.5656891016842879
5,1.2,0,1,0.311346187742176,0.24521836410166023,0.3862571189981536,0.6902940833696929,0.4698972205928671,0.8026170174034403,0.6902940833696929
5,1.2,0,2,0.2928890442796147,0.23422936634294672,0.3425337324691811,0.634309357250663,0.4331168136939041,0.8050109656409916,0.634309357250663
5,1.2,0,3,0.22807907204768055,0.13795927350340914,0.3820413429226106,0.6917304041539409,0.37647785730315547,0.8003660992657788,0.6917304041539409
5,1.2,0,4,0.27950489432628006,0.2237792597686669,0.34928817242206306,0.6968688929277636,0.4407590515900421,0.8024142710328893,0.6968688929277636
5,1.2,0,5,0.1758998134348125,0.12664231783888744,0.254204699670501,0.5386443732343971,0.30970856533586066,0.7961339493740868,0.5386443732343971
5,1.2,4,0,0.20176827582752785,0.17291207357044547,0.2854025984283063,0.5554323506154147,0.3043023165097188,0.7643290154616983,0.5554323506154147
5,1.2,4,1,0.311346187742176,0.24521836410166023,0.3862571189981536,0.6861462104728855,0.4681827857254997,0.8022334366810083,0.6861462104728855
5,1.2,4,2,0.2928890442796147,0.23422936634294672,0.3425337324691811,0.6353498169503671,0.43293429380212534,0.8037680003621503,0.6353498169503671
5,1.2,4,3,0.22807907204768055,0.13795927350340914,0.3820413429226106,0.6374095467053474,0.36962132179075613,0.7978512737384216,0.6374095467053474
5,1.2,4,4,0.27950489432628006,0.2237792597686669,0.34928817242206306,0.6768218037588503,0.4381064933739019,0.8031734863610929,0.6768218037588503
5,1.2,4,5,0.1758998134348125,0.12664231783888744,0.254204699670501,0.5143699500020709,0.3059510153210761,0.79647804030463,0.5143699500020709
5,1.2,12,0,0.20176827582752785,0.17291207357044547,0.2854025984283063,0.5276457438191252,0.30781738957064964,0.762120958195721,0.5276457438191252
5,1.2,12,1,0.311346187742176,0.24521836410166023,0.3862571189981536,0.6452138372230779,0.4588800502387207,0.8040326301260879,0.6452138372230779
5,1.2,12,2,0.2928890442796147,0.23422936634294672,0.3425337324691811,0.602013208853804,0.4262836349486585,0.8021958732204311,0.602013208853804
5,1.2,12,3,0.22807907204768055,0.13795927350340914,0.3820413429226106,0.5385535948713356,0.3623484579236268,0.803830606129779,0.5385535948713356
5,1.2,12,4,0.27950489432628006,0.2237792597686669,0.34928817242206306,0.6303430410799785,0.42737947667357257,0.8005199649792967,0.6303430410799785
5,1.2,12,5,0.1758998134348125,0.12664231783888744,0.254204699670501,0.5107749341917066,0.30347519800277967,0.7971171007172695,0.5107749341917066
5,2.5,0,0,0.20176827582752785,0.194349973946369,0.23069310363758774,0.5656891016842879,0.3047583754477517,0.770179765238003,0.5656891016842879
5,2.5,0,1,0.311346187742176,0.29004409372372364,0.33330708706921214,0.6902940833696929,0.4698972205928671,0.8026170174034403,0.6902940833696929
5,2.5,0,2,0.2928890442796147,0.2793255047228828,0.2937253128602842,0.634309357250663,0.4331168136939041,0.8050109656409916,0.634309357250663
5,2.5,0,3,0.22807907204768055,0.1820002639073897,0.2626085608089821,0.6917304041539409,0.37647785730315547,0.8003660992657788,0.6917304041539409
5,2.5,0,4,0.27950489432628006,0.265701285729834,0.2982753074183982,0.6968688929277636,0.4407590515900421,0.8024142710328893,0.6968688929277636
5,2.5,0,5,0.1758998134348125,0.1632948644970397,0.19487658476869096,0.5386443732343971,0.30970856533586066,0.7961339493740868,0.5386443732343971
5,2.5,4,0,0.20176827582752785,0.194349973946369,0.23069310363758774,0.5554323506154147,0.3043023165097188,0.7643290154616983,0.5554323506154147
5,2.5,4,1,0.311346187742176,0.29004409372372364,0.33330708706921214,0.6861462104728855,0.4681827857254997,0.8022334366810083,0.6861462104728855
5,2.5,4,2,0.2928890442796147,0.2793255047228828,0.2937253128602842,0.6353498169503671,0.43293429380212534,0.8037680003621503,0.6353498169503671
5,2.5,4,3,0.22807907204768055,0.1820002639073897,0.2626085608089821,0.6374095467053474,0.36962132179075613,0.7978512737384216,0.6374095467053474
5,2.5,4,4,0.27950489432628006,0.265701285729834,0.2982753074183982,0.6768218037588503,0.4381064933739019,0.8031734863610929,0.6768218037588503
5,2.5,4,5,0.1758998134348125,0.1632948644970397,0.19487658476869096,0.5143699500020709,0.3059510153210761,0.79647804030463,0.5143699500020709
5,2.5,12,0,0.20176827582752785,0.194349973946369,0.23069310363758774,0.5276457438191252,0.30781738957064964,0.762120958195721,0.5276457438191252
5,2.5,12,1,0.311346187742176,0.29004409372372364,0.33330708706921214,0.6452138372230779,0.4588800502387207,0.8040326301260879,0.6452138372230779
5,2.5,12,2,0.2928890442796147,0.2793255047228828,0.2937253128602842,0.602013208853804,0.4262836349486585,0.8021958732204311,0.602013208853804
5,2.5,12,3,0.22807907204768055,0.1820002639073897,0.2626085608089821,0.5385535948713356,0.3623484579236268,0.803830606129779,0.5385535948713356
5,2.5,12,4,0.27950489432628006,0.265701285729834,0.2982753074183982,0.6303430410799785,0.42737947667357257,0.8005199649792967,0.6303430410799785
5,2.5,12,5,0.1758998134348125,0.1632948644970397,0.19487658476869096,0.5107749341917066,0.30347519800277967,0.7971171007172695,0.5107749341917066
10,0.3,0,0,0.32040668706651526,0.05932040957656348,0.6417522198560452,0.6913463418486809,0.4941815162731653,0.7733827726264468,0.6913463418486809
10,0.3,0,1,0.44022329069398974,0.1010914593211801,0.7275161017218511,0.7591705410005173,0.6025227234857351,0.8129358926571141,0.7591705410005173
10,0.3,0,2,0.47692279167786344,0.09972544962980728,0.7493917608883471,0.779505135117694,0.637510197516381,0.8271175437734711,0.779505135117694
10,0.3,0,3,0.3164550591720821,0.04384233748746681,0.7353538622461218,0.7652264450615127,0.5071789552156866,0.8000528296362219,0.7652264450615127
10,0.3,0,4,0.42553694077398074,0.053949557088273176,0.7299158289533375,0.7671961188276734,0.5940938200402025,0.8073141355154816,0.7671961188276734
10,0.3,0,5,0.3635285766434255,0.05599050511296489,0.7218878432120419,0.7604669619732568,0.5447282090994112,0.8159602328164024,0.7604669619732568
10,0.3,4,0,0.32040668706651526,0.05932040957656348,0.6417522198560452,0.674636380885785,0.48569747159383697,0.7741944804828929,0.674636380885785
10,0.3,4,1,0.44022329069398974,0.1010914593211801,0.7275161017218511,0.7593537832665379,0.60028071463039,0.8129291504975232,0.7593537832665379
