p_useful,p_noise,p_total,rho_A0,rho_A,rho_HN,rho_EBT,tau2,w_mean,var_HN,var_A0,seed,n_builds
4,12,16,0.42494412360309014,0.3933863346583665,0.73611190279757,0.73611190279757,0.002348129160823862,0.10099620363583942,0.010594542792086586,0.033607068137099516,5,200
8,0,8,0.42494412360309014,0.3933863346583665,0.8272046801170031,0.8272046801170031,0.0023369510904852377,0.10056376918751003,0.010603581341601453,0.033607068137099516,5,200
8,2,10,0.42494412360309014,0.3933863346583665,0.8207425185629641,0.8207425185629641,0.002328578411881943,0.10023959142587892,0.010610357158748855,0.033607068137099516,5,200
8,6,14,0.42494412360309014,0.3933863346583665,0.6833330833270833,0.6833330833270833,0.0016803534068549758,0.07441151004668688,0.012164093664629267,0.033607068137099516,5,200
8,12,20,0.42494412360309014,0.3933863346583665,0.734553363834096,0.734553363834096,0.0016803534068549758,0.07441151004668688,0.013007936293321774,0.033607068137099516,5,200
13,0,13,0.42494412360309014,0.3933863346583665,0.8101957548938724,0.8101957548938724,0.0022610791634346296,0.09761755938664943,0.010665161688100465,0.033607068137099516,5,200
13,2,15,0.42494412360309014,0.3933863346583665,0.7311632790819772,0.7311632790819772,0.0016803534068549758,0.07441151004668688,0.01229264921885665,0.033607068137099516,5,200
13,6,19,0.42494412360309014,0.3933863346583665,0.7745818645466138,0.7745818645466138,0.0016803534068549758,0.07441151004668688,0.012378684709818288,0.033607068137099516,5,200
13,12,25,0.42494412360309014,0.3933863346583665,0.7290332258306459,0.7290332258306459,0.0016803534068549758,0.07441151004668688,0.015097492477394607,0.033607068137099516,5,200
20,0,20,0.42494412360309014,0.3933863346583665,0.7447626190654768,0.7447626190654768,0.0016803534068549758,0.07441151004668688,0.014572558755652665,0.033607068137099516,5,200
20,2,22,0.42494412360309014,0.3933863346583665,0.7986349658741471,0.7986349658741471,0.0016803534068549758,0.07441151004668688,0.01288774339500912,0.033607068137099516,5,200
